name,grade,rarity,team,year,month,position,battingHand,throwHand,pitchingType,power,movement,longHitSuppression,homeRunSuppression,control,stuff,pitchLimit,runnerControl,defense,enhancedSkill,skill,synergy
박영현,TOP,5,kt,"[2022,2023,2024]",0,"[""RP""]",R,R,O,1906,397,248,202,317,398,18,19,307,지배력,"믿을맨, 체인지업, 클로저, 컨트롤러, 위기관리, 파이어볼러, 플라이볼피쳐, 로케이션, 정면승부, 라이징 무브먼트, 셋업, 셋 포지션, 스토퍼, 투피치, VS 우타, 와일드씽","형제5, 1차 지명, 유신고 출신, 고소엄박, KT 위즈, 탑클래스"
손승락,TOP,5,kiwoom,"[2010,2012,2013]",0,"[""RP""]",R,R,O,1899,372,259,266,304,355,17,18,308,지배력,"위기관리, 묵직함, 그라운드볼러, 완급, 슬라이더, 주자 억제, 더티 무브먼트, 클로저, 정면승부, 믿을맨, 컨트롤러, 원포인터, VS 좌타, 타자 집중","탑클래스, 히어로즈, 황금세대 1982, 대구고 출신, 영남대 출신, 현대의 유산2, 통산 500경기 클럽, 통산 100세이브 클럽, 조한손"
진필중,TOP,5,doosan,"[1998,1999,2000]",0,"[""RP""]",R,R,O,1896,389,282,249,304,319,25,17,311,지배력,"묵직함, 컨트롤러, 완급, 슬라이더, 투피치, VS 좌타, VS 우타, 클로저, 위기관리, 롱맨, 믿을맨, 그라운드볼러, 파이어볼러, 정면승부, 주자 억제","탑클래스, OB/두산, 휘문고 출신, 중앙대 출신, 통산 500경기 클럽, 통산 100세이브 클럽"
조웅천,TOP,5,hyundai,"[1996,1997,2000]",0,"[""RP""]",R,R,S,1896,420,249,227,320,335,22,14,309,지배력,"완급, 믿을맨, 체인지업, 컨트롤러, 위기관리, 플라이볼피쳐, 롱맨, 정면승부, 라이징 무브먼트, 셋업, 싱커, 묵직함, VS 좌타, VS 우타","투수왕국, 순천상고 출신, 통산 700경기 클럽, 삼청태현, 연습생 신화, 탑클래스"
장명부,TOP,5,hyundai,"[1983,1984,1985]",0,"[""SP""]",R,R,O,1895,367,216,236,349,296,116,17,298,지배력,"더티 무브먼트, 위기관리, 완급, VS 우타, 이닝이팅, 팔색조, 에이스, 정면승부, 주자 억제, 컨트롤러","삼청태현, 탑클래스, 거액 계약 (투수), 외국인"
조용준,TOP,5,hyundai,"[2002,2004,2005]",0,"[""RP""]",R,R,O,1894,413,235,244,298,360,22,17,305,지배력,"클로저, 위기관리, 슬라이더, 로케이션, 와일드씽, 정면승부, 더티 무브먼트, 컨트롤러, 파이어볼러, 믿을맨, VS 좌타, 체인지업, 완급, 라이징 무브먼트, 묵직함, 플라이볼피쳐, 롱맨","삼청태현, 탑클래스, 거액 계약 (투수), 순천효천고 출신, 연세대 출신, 통산 100세이브 클럽, 투수왕국"
김용수,TOP,5,lg,"[1986,1987,1995]",0,"[""RP""]",R,R,O,1894,407,258,266,348,255,34,22,304,지배력,"롱맨, 슬라이더, 묵직함, 완급, 위기관리, 클로저, 컨트롤러, 믿을맨, 투피치, 정면승부, 스플리터, 맞춰잡기, VS 좌타, VS 우타","탑클래스, MBC/LG, 1차 지명, 청원고 출신, 중앙대 출신, 실업야구 출신, 통산 500경기 클럽, 통산 100승 클럽, 통산 100세이브 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
봉중근,TOP,5,lg,"[2012,2013,2014]",0,"[""RP""]",L,L,O,1893,396,277,266,268,342,17,19,308,지배력,"클로저, 주자 억제, 위기관리, 슬라이더, 로케이션, 정면승부, 그라운드볼러, 커브, VS 좌타, 믿을맨, 체인지업, 완급, 라이징 무브먼트, 묵직함, VS 우타, 타자 집중","MBC/LG, 탑클래스, 신일고 출신, 1차 지명, 청룡기 MVP, 거액 계약 (투수), FA, 통산 100세이브 클럽"
김원형,TOP,5,sbw,"[1992,1993,1997]",0,"[""SP""]",R,R,O,1892,413,243,214,314,287,95,18,308,지배력,"주자 억제, 로케이션, 맞춰잡기, 에이스, 정면승부, 컨트롤러, 커브, VS 좌타, 이닝이팅, 완급, VS 우타, 타자 집중","쌍방울 레이더스, 탑클래스, 배터리3, 전주고 출신, 통산 500경기 클럽, 통산 100승-100패 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽, 돌격대(투수)"
피어밴드,TOP,5,kt,"[2016,2017,2018]",0,"[""SP""]",L,L,O,1891,354,247,184,356,316,101,24,309,지배력,"주자 억제, 위기관리, 슬라이더, 너클볼, 로케이션, 에이스, 원투펀치, 정면승부, 팔색조, 컨트롤러, 이닝이팅, 플라이볼피쳐, 완급, 체인지업, 라이징 무브먼트, 커브","KT 위즈, 탑클래스, 외국인"
김정수,TOP,5,kia,"[1986,1996,1997]",0,"[""RP""]",L,L,O,1890,436,269,219,241,378,32,14,301,지배력,"롱맨, 정면승부, 위기관리, 로케이션, 완급, 슬라이더, VS 좌타, VS 우타, 클로저, 믿을맨, 라이징 무브먼트, 더티 무브먼트, 스토퍼","탑클래스, 해태/KIA, 1차 지명, 광주진흥고 출신, 동명이인29, 연세대 출신, 통산 500경기 클럽, 통산 1000탈삼진 클럽, 해태왕조 주역(투수)"
원종현,TOP,5,nc,"[2014,2016,2022]",0,"[""RP""]",R,R,U,1883,418,263,223,295,350,17,14,303,지배력,"완급, 믿을맨, 컨트롤러, 위기관리, 팔색조, 파이어볼러, 그라운드볼러, 롱맨, 더티 무브먼트, 원포인터, 정면승부, 슬라이더, 스플리터, 묵직함, 스토퍼, 투피치, 와일드씽","황금세대 1987, 군산상고 출신, 단디4, NC 다이노스, 통산 500경기 클럽, 탑클래스"
김진성,TOP,5,nc,"[2016,2017,2020]",0,"[""RP""]",R,R,O,1881,428,249,154,298,410,19,21,302,지배력,"위기관리, 주자 억제, 슬라이더, 더티 무브먼트, 정면승부, 컨트롤러, 믿을맨, 플라이볼피쳐, 스플리터, 완급, 라이징 무브먼트, 묵직함, 롱맨, VS 우타, 스토퍼","NC 다이노스, 탑클래스, 성남서고 출신, 단디4, 통산 500경기 클럽, 통산 100홀드 클럽"
박정진,TOP,5,hanwha,"[2010,2011,2015]",0,"[""RP""]",L,L,O,1877,412,258,231,277,360,22,11,306,지배력,"완급, 믿을맨, 컨트롤러, 위기관리, 팔색조, 플라이볼피쳐, 타자 집중, 롱맨, 더티 무브먼트, 정면승부, 라이징 무브먼트, 슬라이더, 묵직함, 투피치","안정진, 1차 지명, FA, 살려조2 (투혼), 세광고 출신, 빙그레/한화, 통산 500경기 클럽, 탑클래스, 연세대 출신"
임창민,TOP,5,nc,"[2015,2016,2017]",0,"[""RP""]",R,R,O,1876,408,265,193,273,395,18,16,308,지배력,"라이징 무브먼트, 팔색조, 스플리터, 슬라이더, 클로저, 정면승부, 묵직함, VS 우타, 더티 무브먼트, 위기관리, 믿을맨, 완급, 주자 억제, 로케이션","탑클래스, NC 다이노스, 광주동성고 출신, 연세대 출신, 통산 100세이브 클럽, 트레이드, 단디4, 통산 500경기 클럽"
유동훈,TOP,5,kia,"[2004,2008,2009]",0,"[""RP""]",R,R,S,1876,404,280,249,351,251,22,12,307,지배력,"컨트롤러, 그라운드볼러, 완급, 맞춰잡기, 싱커, 셋업, 롱맨, 위기관리, 믿을맨, 묵직함, 정면승부, 스토퍼, 커브, 타자 집중, 클로저","FA, 장충고 출신, 해태/KIA, 탑클래스, 성균관대 출신"
강상수,TOP,5,lotte,"[1999,2000,2001]",0,"[""RP""]",R,R,O,1850,429,260,202,290,326,23,14,306,지배력,"커브, 로케이션, 완급, 슬라이더, VS 좌타, VS 우타, 롱맨, 클로저, 위기관리, 믿을맨, 정면승부, 묵직함, 컨트롤러, 그라운드볼러, 스토퍼","탑클래스, 롯데 자이언츠, 1차 지명, 부산고 출신, 대통령배 MVP, 고려대 출신, FA"
박석진,TOP,5,lotte,"[2000,2001,2004]",0,"[""RP""]",R,R,S,1839,375,255,249,330,272,28,17,313,지배력,"클로저, 위기관리, 맞춰잡기, 컨트롤러, 그라운드볼러, 믿을맨, 완급, 싱커, 묵직함, 롱맨, 셋업, 스토퍼","롯데 자이언츠, 탑클래스, 트레이드, 경남고 출신, 단국대 출신"
한현희,TOP,5,nexen,"[2012,2013,2014]",0,"[""RP""]",R,R,U,1832,378,284,214,284,332,20,13,307,지배력,"주자 억제, 완급, 믿을맨, 컨트롤러, 위기관리, 커브, 팔색조, 파이어볼러, 그라운드볼러, 더티 무브먼트, 정면승부, 셋업, 싱커, 슬라이더, 묵직함, 스토퍼, 투피치, VS 우타","1차 지명, 경남고 출신, 조한손, 히어로즈, 통산 500경기 클럽, 통산 100홀드 클럽, 탑클래스"
김기덕,TOP,5,sbw,"[1994,1995,1996]",0,"[""RP""]",R,R,U,1808,391,225,223,334,270,35,18,312,지배력,"맞춰잡기, VS 좌타, 싱커, VS 우타, 롱맨, 라이징 무브먼트, 컨트롤러, 체인지업, 완급, 플라이볼피쳐, 클로저, 정면승부, 믿을맨, 셋업, 스토퍼","탑클래스, 쌍방울 레이더스, 청원고 출신, 한양대 출신, 돌격대(투수)"
임경완,TOP,5,lotte,"[2004,2007,2009]",0,"[""RP""]",R,R,S,1806,384,216,274,303,278,22,15,314,지배력,"완급, 믿을맨, 맞춰잡기, 컨트롤러, 위기관리, 타자 집중, 그라운드볼러, 로케이션, 롱맨, 정면승부, 셋업, 싱커, 묵직함, 스토퍼, VS 우타","1차 지명, 경남고 출신, 롯데 자이언츠, 통산 500경기 클럽, 탑클래스, 인하대 출신"
주권,TOP,5,kt,"[2019,2020,2021]",0,"[""RP""]",R,R,O,1765,412,237,210,331,237,14,20,304,지배력,"정면승부, 컨트롤러, 셋 포지션, 팔색조, 체인지업, 맞춰잡기, 변칙투구, 싱커, 셋업, 위기관리, 묵직함, 원포인터, 주자 억제, 투피치","탑클래스, KT 위즈, 1차 지명, 엄주곤, 청주고 출신, FA, 통산 100홀드 클럽"
고우석,TEA,5,lg,"[2019,2021,2022]",0,"[""RP""]",R,R,O,1894,444,239,214,249,413,16,15,304,LG 스피릿,"클로저, 위기관리, 슬라이더, 정면승부, 와일드씽, 더티 무브먼트, 투피치, 컨트롤러, 그라운드볼러, 파이어볼러, 플라이볼피쳐, 믿을맨, 완급, 라이징 무브먼트, 묵직함, 커브","1차 지명, 충암고 출신, MBC/LG, 팀플레이어, 철벽불펜, 통산 100세이브 클럽"
구창모,TEA,5,nc,"[2019,2020,2022]",0,"[""SP""]",L,L,O,1876,402,230,202,275,346,91,23,307,NC 스피릿,"위기관리, 주자 억제, 슬라이더, 로케이션, 정면승부, 원투펀치, 더티 무브먼트, 팔색조, 컨트롤러, VS 좌타, 이닝이팅, 파이어볼러, 스플리터, 완급, 라이징 무브먼트, 묵직함, 타자 집중, 커브","배구장, NC 다이노스, 팀플레이어, 울산공고 출신, FA"
이재학,TEA,5,nc,"[2013,2014,2018]",0,"[""SP""]",R,R,U,1864,394,237,210,281,321,94,18,309,NC 스피릿,"주자 억제, 위기관리, 슬라이더, 셋 포지션, 정면승부, 원투펀치, 더티 무브먼트, 투피치, 팔색조, 컨트롤러, 이닝이팅, 체인지업, 완급","NC 다이노스, 팀플레이어, 대구고 출신, 2차 드래프트, FA, 통산 1000탈삼진 클럽"
김진우,TEA,5,kia,"[2002,2003,2012]",0,"[""SP""]",R,R,O,1848,352,250,231,257,331,102,18,307,KIA 스피릿,"로케이션, 에이스, 원투펀치, 와일드씽, 정면승부, 팔색조, 컨트롤러, 그라운드볼러, 커브, 이닝이팅, 파이어볼러, 완급, 묵직함, VS 우타, 타자 집중","해태/KIA, 팀플레이어, 거액 계약 (투수), 1차 지명, 광주진흥고 출신, 봉황대기 MVP, 대통령배 MVP, 동명이인36"
임찬규,TEA,5,lg,"[2020,2023,2024]",0,"[""SP""]",R,R,O,1843,364,216,223,301,320,93,15,311,LG 스피릿,"커브, 로케이션, 체인지업, 완급, 컨트롤러, 에이스, 주자 억제, 위기관리, 셋 포지션","대통령배 MVP, 1차 지명, 휘문고 출신, MBC/LG, 팀플레이어, FA, 통산 1000탈삼진 클럽"
권혁,TEA,5,samsung,"[2007,2009,2010]",0,"[""RP""]",L,L,O,1843,425,244,206,227,398,20,13,310,SAMSUNG 스피릿,"묵직함, 정면승부, 파이어볼러, 더티 무브먼트, 라이징 무브먼트, 투피치, 로케이션, 플라이볼피쳐, 믿을맨, 컨트롤러, 롱맨, 와일드씽, 셋업, 타자 집중, 완급, 위기관리","1차 지명, 포항제철고 출신, 삼성 라이온즈, 팀플레이어, JOKKA 라인, 통산 700경기 클럽, 통산 100홀드 클럽"
우규민,TEA,5,lg,"[2013,2014,2015]",0,"[""SP""]",R,R,U,1841,332,232,236,340,280,90,16,315,LG 스피릿,"주자 억제, 위기관리, 맞춰잡기, 로케이션, 에이스, 원투펀치, 정면승부, 팔색조, 컨트롤러, 그라운드볼러, 체인지업, 싱커, 완급, 묵직함, 커브","MBC/LG, 팀플레이어, 휘문고 출신, 통산 700경기 클럽, 통산 100홀드 클럽"
고영표,TEA,5,kt,"[2021,2022,2023]",0,"[""SP""]",R,R,U,1834,295,221,249,340,306,98,16,309,KT 스피릿,"에이스, 주자 억제, 완급, 맞춰잡기, 체인지업, 컨트롤러, 위기관리, 커브, 타자 집중, 그라운드볼러, 이닝이팅, 정면승부, 싱커, 묵직함","화순고 출신, KT 위즈, 팀플레이어, 동국대 출신, 고소엄박, FA"
권오준,TEA,5,samsung,"[2004,2005,2006]",0,"[""RP""]",R,R,U,1832,400,230,193,293,369,20,16,311,SAMSUNG 스피릿,"클로저, 주자 억제, 로케이션, 정면승부, 와일드씽, 컨트롤러, 파이어볼러, 믿을맨, VS 좌타, 체인지업, 라이징 무브먼트, VS 우타, 셋업","삼성 라이온즈, 팀플레이어, JOKKA 라인, 선린인터넷고 출신, FA, 통산 500경기 클럽"
신철인,TEA,5,hyundai,"[2001,2003,2006]",0,"[""RP""]",R,R,O,1828,399,238,210,259,381,25,14,302,현대 스피릿,"클로저, 위기관리, 슬라이더, 로케이션, 정면승부, 셋업, 투피치, 더티 무브먼트, 컨트롤러, 믿을맨, 플라이볼피쳐, 완급, 라이징 무브먼트, 묵직함, 롱맨, 타자 집중","삼청태현, 팀플레이어, 경동고 출신, 투수왕국"
박세웅,TEA,5,lotte,"[2017,2021,2024]",0,"[""SP""]",R,R,O,1825,384,251,197,289,274,97,19,314,LOTTE 스피릿,"에이스, 컨트롤러, 위기관리, 커브, 팔색조, 그라운드볼러, 이닝이팅, 원투펀치, 셋 포지션, 슬라이더, 스플리터, VS 우타, 와일드씽","1차 지명, 경북고 출신, 롯데 자이언츠, 팀플레이어, 트레이드, 형제10, FA, 통산 1000탈삼진 클럽"
장원삼,TEA,5,samsung,"[2010,2012,2014]",0,"[""SP""]",L,L,O,1819,372,221,206,316,284,92,15,313,SAMSUNG 스피릿,"위기관리, 슬라이더, 로케이션, 맞춰잡기, 에이스, 원투펀치, 정면승부, 팔색조, 컨트롤러, VS 좌타, 플라이볼피쳐, 체인지업, 라이징 무브먼트, 묵직함","삼성 라이온즈, 팀플레이어, 현대의 유산2, 마산용마고 출신, 경성대 출신, FA, 통산 100승 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽, 트레이드"
이상목,TEA,5,hanwha,"[1996,1999,2003]",0,"[""SP""]",R,R,O,1819,365,191,193,338,314,96,10,312,HANWHA 스피릿,"슬라이더, 맞춰잡기, 에이스, 더티 무브먼트, 정면승부, 원투펀치, 컨트롤러, VS 좌타, 플라이볼피쳐, 이닝이팅, 스플리터, 완급, 라이징 무브먼트, VS 우타","빙그레/한화, 팀플레이어, 트레이드, 통산 100승-100패 클럽, 통산 1000탈삼진 클럽, 통산 1500이닝 클럽"
최원태,TEA,5,kiwoom,"[2017,2018,2019]",0,"[""SP""]",R,R,O,1812,340,222,227,314,291,95,10,313,HEROES 스피릿,"위기관리, 슬라이더, 맞춰잡기, 로케이션, 에이스, 정면승부, 원투펀치, 팔색조, 컨트롤러, 그라운드볼러, 완급, 싱커, 체인지업, 묵직함, 타자 집중","1차 지명, 서울고 출신, 히어로즈, 팀플레이어"
송은범,TEA,5,sk,"[2008,2009,2010]",0,"[""SP""]",R,R,O,1799,352,251,206,299,284,80,18,309,SK-SSG 스피릿,"위기관리, 슬라이더, 와일드씽, 컨트롤러, 그라운드볼러, 이닝이팅, 완급, VS 우타","SK/SSG, 팀플레이어, 1차 지명, 동산고 출신, 통산 500경기 클럽"
심창민,TEA,5,samsung,"[2016,2017,2018]",0,"[""RP""]",R,R,U,1794,431,250,150,236,387,20,10,310,SAMSUNG 스피릿,"클로저, 슬라이더, 더티 무브먼트, 정면승부, 셋업, 팔색조, 커브, 컨트롤러, 믿을맨, 플라이볼피쳐, 라이징 무브먼트, VS 우타, 타자 집중, 스토퍼","1차 지명, 청룡기 MVP, 경남고 출신, 삼성 라이온즈, 팀플레이어"
임선동,TEA,5,hyundai,"[2000,2001,2002]",0,"[""SP""]",R,R,O,1793,341,201,223,315,280,99,22,312,현대 스피릿,"슬라이더, 맞춰잡기, 에이스, 정면승부, 컨트롤러, 이닝이팅, 완급, 묵직함, 타자 집중","삼청태현, 팀플레이어, 휘문고 출신, 연세대 출신, 트레이드, 거액 계약 (투수), 1차 지명, 투수왕국, 전설의 92학번, 실업야구 출신"
데스파이네,TEA,5,kt,"[2020,2021,2022]",0,"[""SP""]",R,R,O,1793,325,233,219,290,294,100,17,315,KT 스피릿,"주자 억제, 슬라이더, 에이스, 셋 포지션, 원투펀치, 와일드씽, 팔색조, 컨트롤러, 그라운드볼러, 변칙투구, 이닝이팅, 파이어볼러, 체인지업, 싱커, 커브","KT 위즈, 팀플레이어, 외국인"
문승원,TEA,5,sk,"[2018,2019,2020]",0,"[""SP""]",R,R,O,1792,373,221,154,327,296,91,24,306,SK-SSG 스피릿,"주자 억제, 위기관리, 슬라이더, 맞춰잡기, 에이스, 셋 포지션, 팔색조, 컨트롤러, 완급, 체인지업, 묵직함","1차 지명, 배명고 출신, SK/SSG, 팀플레이어, 고려대 출신, FA"
박정진,TEA,5,hanwha,"[2010,2011,2015]",0,"[""RP""]",L,L,O,1789,392,243,219,243,353,22,11,306,HANWHA 스피릿,"위기관리, 슬라이더, 더티 무브먼트, 정면승부, 투피치, 팔색조, 컨트롤러, 믿을맨, 플라이볼피쳐, 완급, 라이징 무브먼트, 묵직함, 롱맨, 타자 집중","빙그레/한화, 팀플레이어, 살려조2 (투혼), 안정진, 1차 지명, 세광고 출신, 연세대 출신, FA, 통산 500경기 클럽"
유희관,TEA,5,doosan,"[2015,2016,2019]",0,"[""SP""]",L,L,O,1788,368,214,202,328,243,101,17,315,DOOSAN 스피릿,"위기관리, 슬라이더, 맞춰잡기, 로케이션, 에이스, 셋 포지션, 원투펀치, 팔색조, 컨트롤러, 이닝이팅, 플라이볼피쳐, 완급, 싱커, 커브","판타스틱4, 장충고 출신, OB/두산, 팀플레이어, 중앙대 출신, FA, 통산 100승 클럽"
함덕주,TEA,5,doosan,"[2015,2017,2018]",0,"[""RP""]",L,L,O,1785,398,226,236,217,361,19,17,311,DOOSAN 스피릿,"묵직함, 원포인터, 완급, 정면승부, 라이징 무브먼트, 로케이션, 셋업, 팔색조, 커브, 클로저, 체인지업, 슬라이더, 믿을맨, VS 좌타","OB/두산, 팀플레이어, 원주고 출신"
임창민,TEA,5,nc,"[2015,2016,2017]",0,"[""RP""]",R,R,O,1784,388,248,180,239,387,18,16,308,NC 스피릿,"클로저, 위기관리, 주자 억제, 슬라이더, 로케이션, 정면승부, 더티 무브먼트, 팔색조, 믿을맨, 스플리터, 완급, 라이징 무브먼트, 묵직함, VS 우타","단디4, 광주동성고 출신, NC 다이노스, 트레이드, 팀플레이어, 연세대 출신, 통산 100세이브 클럽, 통산 500경기 클럽"
장호연,TEA,5,ob,"[1986,1987,1992]",0,"[""SP""]",R,R,O,1784,383,235,253,316,222,103,21,251,DOOSAN 스피릿,"팔색조, 맞춰잡기, 슬라이더, 완급, 위기관리, 컨트롤러, 원투펀치, 이닝이팅, 묵직함, 에이스, 그라운드볼러, VS 좌타, 싱커, VS 우타","OB/두산, 팀플레이어, 1차 지명, 충암고 출신, 동국대 출신, 통산 100승-100패 클럽, 통산 1500이닝 클럽"
김민우,TEA,5,hanwha,"[2020,2021,2022]",0,"[""SP""]",R,R,O,1780,423,230,193,222,306,93,6,307,HANWHA 스피릿,"위기관리, 로케이션, 원투펀치, 투피치, 팔색조, 커브, 스플리터, 완급, 라이징 무브먼트, VS 우타, 타자 집중","마산용마고 출신, 빙그레/한화, 팀플레이어, 동명이인9"
나이트,TEA,5,nexen,"[2011,2012,2013]",0,"[""SP""]",L,R,O,1779,344,241,240,274,265,101,12,302,HEROES 스피릿,"위기관리, 맞춰잡기, 로케이션, 에이스, 정면승부, 원투펀치, 팔색조, 그라운드볼러, 이닝이팅, 완급, 싱커, 묵직함, 타자 집중, VS 우타, 커브","히어로즈, 팀플레이어, 외국인"
