name,grade,rarity,team,year,month,position,battingHand,throwHand,pitchingType,power,contact,gapPower,homeRunPower,plateDiscipline,strikeoutAvoidance,stealing,baseRunning,defense,enhancedSkill,skill,synergy,multiPosition
서건창,TOP,5,nexen,"[2014,2016,2017]",0,"[""B2""]",L,R,O,2025,496,280,124,293,329,39,94,370,지배력,"대응력, 타격 전략, 스피드스터, 선구안, 그린라이트, 2번, 적극성, 컨택터, 테이블세터, 번트, 슬랩 히터, VS 우투, 변화구 공략, 1번, 하이볼 히터, 배럴 히터","히어로즈, 탑클래스, 광주일고 출신, 넥벤져스14, 넥벤져스19, 통산 200도루 클럽, 연습생 신화",
김재환,TOP,5,doosan,"[2016,2017,2018]",0,"[""LF""]",L,R,O,2024,409,268,351,312,216,30,80,358,지배력,"게스히팅, 대응력, 4번, VS 언더, 타격 전략, 선구안, 클린업, OPS형 타자, 적극성, 파워, 직구 공략, 로우볼 히터, 배럴 히터","인천고 출신, OB/두산, 탑클래스, FA, 통산 200홈런 클럽",
이순철,TOP,5,kia,"[1988,1991,1992]",0,"[""CF""]",R,R,O,2024,420,237,227,308,299,47,85,401,지배력,"스피드스터, 대응력, OPS형 타자, 그린라이트, 테이블세터, 갭 히터, 1번, 선구안, 타격 전략, VS 좌투, 직구 공략, VS 언더, 펀치력, VS 우투, 로우볼 히터","탑클래스, 해태/KIA, 1차 지명, 광주동성고 출신, 연세대 출신, 통산 300도루 클럽, 해태왕조 주역(타자)",
박민우,TOP,5,nc,"[2017,2019,2024]",0,"[""B2""]",L,R,O,2021,536,264,115,287,304,42,83,390,지배력,"적극성, 배드볼히터, 배럴 히터, 선구안, 타격 전략, 1번, 2번, 번트, 컨택터, 직구 공략, 그린라이트, 대응력, 내야 수비, 슬랩 히터, 스피드스터, 테이블세터, VS 우투","1차 지명, 이영민 타격상, 휘문고 출신, NC 다이노스, 탑클래스, 키스톤2, 손박박, FA, 통산 200도루 클럽",
이범호,TOP,5,kia,"[2011,2013,2016]",0,"[""B3""]",R,R,O,2021,369,208,295,329,287,24,58,451,지배력,"대응력, 5번, 타격 전략, 선구안, 펀치력, 클린업, OPS형 타자, 파워, 3번, 로우볼 히터","해태/KIA, 탑클래스, 삼형제, FA, 대구고 출신, LCK포, 통산 1500안타 클럽, 통산 3000루타 클럽, 통산 300홈런 클럽, 통산 1000타점 클럽, 통산 2000경기 클럽",
김동수,TOP,5,lg,"[1990,1993,1998]",0,"[""C""]",R,R,O,2021,394,253,261,277,310,31,76,419,지배력,"대응력, VS 언더, 클린업, 파워, 펀치력, 직구 공략, VS 좌투, VS 우투, 공격형 포수, 로우볼 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력","MBC/LG, 탑클래스, 1차 지명, 청룡기 MVP, 서울고 출신, 대통령배 MVP, 봉황대기 MVP, 한양대 출신, 통산 2000경기 클럽, 통산 1500안타 클럽, 통산 200홈런 클럽",
김재현,TOP,5,lg,"[1994,2001,2002]",0,"[""LF""]",L,L,O,2020,435,244,222,346,254,38,78,403,지배력,"그린라이트, VS 좌투, OPS형 타자, 게스히팅, 직구 공략, 스피드스터, VS 언더, 펀치력, 2번, VS 우투, 로우볼 히터, 대응력, 타격 전략, 선구안, 테이블세터, 배럴 히터, 하이볼 히터, 클린업","탑클래스, MBC/LG, 신일고 출신, 동명이인21, 신바람야구, 통산 1500안타 클럽, 통산 200홈런 클럽, 통산 1500경기 클럽",
손아섭,TOP,5,lotte,"[2013,2014,2017]",0,"[""RF""]",L,R,O,2013,486,233,188,316,276,41,84,389,지배력,"대응력, VS 언더, 타격 전략, 스피드스터, 선구안, 강견, 그린라이트, 클린업, 갭 히터, 직구 공략, 외야 수비, 번트, 테이블세터, 3번, 하이볼 히터, 배럴 히터","부산고 출신, 롯데 자이언츠, 탑클래스, 거인군단, FA, 통산 2000경기 클럽, 통산 1000득점 클럽, 통산 200도루 클럽, 통산 2000안타 클럽, 통산 3000루타 클럽, 통산 1000타점 클럽",
박종훈,TOP,5,ob,"[1983,1984,1985]",0,"[""CF""]",L,L,O,2011,483,248,141,264,352,34,95,394,지배력,"적극성, 배드볼히터, 배럴 히터, 타격 전략, 1번, 컨택터, 갭 히터, 그린라이트, 대응력, 로우볼 히터, 변칙타순, 작전 수행, 슬랩 히터, 스피드스터, 테이블세터","1982 국가대표팀, 실업야구 출신, 1차 지명, 신일고 출신, 동명이인34, OB/두산, 탑클래스, 고려대 출신",
박용택,TOP,5,lg,"[2006,2009,2012]",0,"[""LF""]",L,R,O,2008,459,275,209,257,275,45,76,412,지배력,"게스히팅, 배드볼히터, VS 언더, 스피드스터, 펀치력, 그린라이트, 적극성, 외야 수비, 직구 공략, 갭 히터, 번트, 테이블세터, 1번, 배럴 히터, 변칙타순","MBC/LG, 탑클래스, 거액 계약 (타자), 휘문고 출신, 대통령배 MVP, 고려대 출신, 빅5, FA, 통산 2000안타 클럽, 통산 3000루타 클럽, 통산 200홈런 클럽, 통산 1000득점 클럽, 통산 1000타점 클럽, 통산 300도루 클럽, 통산 2000경기 클럽",
박건우,TOP,5,doosan,"[2017,2019,2021]",0,"[""RF""]",R,R,O,2008,478,282,180,282,297,44,50,395,지배력,"대응력, 타격 전략, 스피드스터, 선구안, 펀치력, 그린라이트, 클린업, 적극성, 컨택터, 갭 히터, 외야 수비, 슬랩 히터, 3번, 로우볼 히터, 배럴 히터","90베어스, 2008 청소년대표팀, 서울고 출신, OB/두산, 탑클래스",
데임병수,TOP,5,hanwha,"[1999,2001,2005]",0,"[""CF""]",L,L,O,2008,438,222,278,282,269,35,67,417,지배력,"대응력, VS 언더, 타격 전략, 강견, 선구안, 펀치력, 클린업, 적극성, 외야 수비, 직구 공략, 파워, VS 우투, VS 좌투, 3번, 하이볼 히터, 배럴 히터","빙그레/한화, 탑클래스, 외국인",
박한이,TOP,5,samsung,"[2003,2004,2006]",0,"[""CF""]",L,L,O,2003,449,231,158,294,331,30,84,426,지배력,"대응력, 그린라이트, VS 언더, 스피드스터, 컨택터, 외야 수비, 변화구 공략, 갭 히터, 테이블세터, 선구안, 타격 전략, 슬랩 히터, 강견, 1번, 하이볼 히터, 배럴 히터","거액 계약 (타자), 부산고 출신, 삼성 라이온즈, 탑클래스, 삼성왕조 주역, 동국대 출신, FA, 통산 2000경기 클럽, 통산 1000득점 클럽, 통산 2000안타 클럽, 통산 3000루타 클럽",
이범호,TOP,5,hanwha,"[2004,2005,2008]",0,"[""B3""]",R,R,O,2001,365,253,265,293,270,35,71,449,지배력,"게스히팅, 대응력, 5번, 타격 전략, 선구안, 펀치력, 그린라이트, 6번, 클린업, OPS형 타자, 파워, 직구 공략, 내야 수비, 8번, 로우볼 히터","빙그레/한화, 탑클래스, 대구고 출신, 통산 1500안타 클럽, 통산 3000루타 클럽, 통산 300홈런 클럽, 통산 1000타점 클럽, 통산 2000경기 클럽",
정성훈,TOP,5,lg,"[2012,2013,2014]",0,"[""B3""]",R,R,O,2001,440,255,192,321,286,34,57,416,지배력,"대응력, 4번, VS 언더, 타격 전략, 선구안, 그린라이트, 클린업, OPS형 타자, 갭 히터, 직구 공략, VS 우투, 변화구 공략, 배럴 히터, 변칙타순","MBC/LG, 탑클래스, 1차 지명, 현대의 유산1, 광주일고 출신, 동명이인17, 통산 2000안타 클럽, 통산 3000루타 클럽, 통산 1000득점 클럽, 통산 1000타점 클럽, 통산 2000경기 클럽, FA",
이영우,TOP,5,hanwha,"[2000,2002,2004]",0,"[""LF""]",L,L,O,1995,415,261,231,313,260,29,72,414,지배력,"직구 공략, 1번, VS 언더, 펀치력, 테이블세터, VS 우투, OPS형 타자, 대응력, 타격 전략, 선구안, 외야 수비, 갭 히터, 변화구 공략, 하이볼 히터, 배럴 히터","탑클래스, 빙그레/한화, 선린인터넷고 출신, 건국대 출신, 전설의 92학번, FA",
김혜성,TOP,5,kiwoom,"[2022,2023,2024]",0,"[""B2""]",L,R,O,1995,554,254,133,258,277,45,90,384,지배력,"적극성, 배럴 히터, 2번, 3번, 클린업, 컨택터, 갭 히터, 그린라이트, 하이볼 히터, 내야 수비, 로우볼 히터, 변칙타순, 슬랩 히터, 스피드스터, 테이블세터, VS 언더","탑클래스, 히어로즈, 동산고 출신, 이영민 타격상, 통산 200도루 클럽",
강민호,TOP,5,samsung,"[2021,2023,2024]",0,"[""C""]",R,R,O,1993,454,227,235,282,287,29,46,433,지배력,"4번, 공격형 포수, 타격 전략, 펀치력, 클린업, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 적극성, 직구 공략, 변칙타순","FA, 포항제철고 출신, 삼성 라이온즈, 탑클래스, 통산 300홈런 클럽, 통산 2000경기 클럽, 통산 1000타점 클럽, 통산 2000안타 클럽, 통산 3000루타 클럽",
브레띵,TOP,5,sk,"[2000,2001,2004]",0,"[""SS""]",R,R,O,1990,420,241,227,295,294,26,75,412,지배력,"배드볼히터, VS 언더, 타격 전략, 펀치력, 클린업, 적극성, OPS형 타자, 갭 히터, 직구 공략, 내야 수비, VS 우투, 변화구 공략, 3번, 로우볼 히터, 배럴 히터, 변칙타순","SK/SSG, 탑클래스, 외국인",
마해영,TOP,5,lotte,"[1995,1998,1999]",0,"[""B1""]",R,R,O,1989,409,268,248,282,281,27,74,400,지배력,"대응력, 4번, VS 언더, 클린업, 파워, 펀치력, 직구 공략, VS 좌투, 갭 히터, 변화구 공략, VS 우투, 5번, 타격 전략, 배럴 히터","롯데 자이언츠, 탑클래스, 부산고 출신, 고려대 출신, 박마호 트리오, 통산 1500안타 클럽, 통산 200홈런 클럽, 통산 1000타점 클럽, 통산 1500경기 클럽",
박종호,TOP,5,hyundai,"[1999,2000,2003]",0,"[""B2""]",S,R,O,1987,444,265,145,297,314,34,95,393,지배력,"배드볼히터, 대응력, VS 언더, 작전 수행, 타격 전략, 스피드스터, 선구안, 그린라이트, 2번, 적극성, 컨택터, 갭 히터, 테이블세터, 슬랩 히터, 내야 수비, VS 우투, 변화구 공략, VS 좌투, 로우볼 히터, 배럴 히터, 변칙타순","삼청태현, 탑클래스, 성남고 출신, 전설의 92학번, 통산 1500경기 클럽, 키스톤3, 트레이드, 현대왕조 주역",
김블렉,TOP,5,kiwoom,"[2015,2019,2020]",0,"[""SS""]",R,R,O,1978,406,255,239,299,277,46,77,379,지배력,"대응력, VS 언더, 타격 전략, 스피드스터, 선구안, 그린라이트, 2번, OPS형 타자, 갭 히터, 테이블세터, 파워, 하위타선, 내야 수비, 8번, 변화구 공략, 로우볼 히터","넥벤져스19, 야탑고 출신, 히어로즈, 탑클래스",
우준,TOP,5,doosan,"[1998,2000,2001]",0,"[""B1""]",R,R,O,1976,396,199,385,331,181,31,55,398,지배력,"게스히팅, 지명타자, 그린라이트, 클린업, OPS형 타자, 파워, 직구 공략, VS 우투, VS 좌투, 3번, 하이볼 히터, 배럴 히터","OB/두산, 탑클래스, 외국인, 우동수 트리오, 타자 라이벌1",
안치홍,TOP,5,kia,"[2014,2017,2018]",0,"[""B2""]",R,R,O,1976,448,267,239,251,295,39,62,375,지배력,"배드볼히터, 스피드스터, 펀치력, 클린업, 적극성, 갭 히터, 직구 공략, 번트, VS 우투, 변화구 공략, 로우볼 히터, 변칙타순","해태/KIA, 탑클래스, 서울고 출신, 2008 청소년대표팀, 통산 1500안타 클럽, 꼬꼬마 키스톤, 삼형제, 통산 1500경기 클럽",
이택근,TOP,5,kiwoom,"[2008,2009,2014]",0,"[""CF""]",R,R,O,1975,420,234,209,284,331,37,72,388,지배력,"대응력, 그린라이트, VS 언더, 클린업, 2번, 3번, 펀치력, VS 좌투, 갭 히터, 변화구 공략, OPS형 타자, 테이블세터, 선구안, 타격 전략, 작전 수행, 강견, 변칙타순","히어로즈, 탑클래스, FA, 부경고 출신, 넥벤져스14, 고려대 출신, 현대의 유산1, 통산 1500안타 클럽, 통산 1500경기 클럽",
김선빈,TOP,5,kia,"[2012,2017,2021]",0,"[""SS""]",R,R,O,1974,494,243,115,266,336,35,71,414,지배력,"배드볼히터, 대응력, 작전 수행, 타격 전략, 선구안, 그린라이트, 2번, 적극성, 테이블세터, 번트, 슬랩 히터, 내야 수비, VS 우투, 변화구 공략, 컨택터, 하이볼 히터, 배럴 히터, 변칙타순","화순고 출신, 해태/KIA, 탑클래스, 꼬꼬마 키스톤, FA, 통산 1500안타 클럽, 통산 1500경기 클럽",
안경현,TOP,5,doosan,"[2001,2003,2006]",0,"[""B2""]",R,R,O,1974,431,246,192,271,338,27,48,421,지배력,"대응력, 클린업, 컨택터, 3번, 펀치력, VS 좌투, 내야 수비, 갭 히터, 변화구 공략, OPS형 타자, 선구안, 타격 전략, 슬랩 히터, 6번, 적극성, 로우볼 히터, 배럴 히터","OB/두산, 탑클래스, 원주고 출신, 연세대 출신, FA, 통산 1500경기 클럽",
송지만,TOP,5,hanwha,"[1996,2000,2002]",0,"[""RF""]",R,R,O,1973,383,253,316,293,223,32,71,402,지배력,"게스히팅, VS 언더, 강견, 펀치력, 그린라이트, 클린업, 파워, 직구 공략, 외야 수비, 3번, VS 우투, VS 좌투, 로우볼 히터, 배럴 히터, 공갈포, 변칙타순","빙그레/한화, 탑클래스, 동산고 출신, 인하대 출신, 전설의 92학번, 통산 1500안타 클럽, 통산 3000루타 클럽, 통산 300홈런 클럽, 통산 1000득점 클럽, 통산 1000타점 클럽, 통산 1500경기 클럽",
전준호,TOP,5,hyundai,"[1998,2001,2004]",0,"[""LF""]",L,L,O,1971,493,217,107,299,299,43,99,414,지배력,"그린라이트, 외야 수비, 대응력, 1번, 스피드스터, 타격 전략, VS 언더, 컨택터, 슬랩 히터, 테이블세터, VS 우투, 변화구 공략, 배럴 히터, 작전 수행, 선구안, 하이볼 히터","탑클래스, 삼청태현, 마산고 출신, 영남대 출신, 현대왕조 주역, 트레이드, FA, 동명이인18, 통산 2000안타 클럽, 통산 1000득점 클럽, 통산 300도루 클럽, 통산 2000경기 클럽",
송성문,TOP,5,kiwoom,"[2018,2022,2024]",0,"[""B3""]",L,R,O,1970,452,251,205,256,278,35,91,402,지배력,"갭 히터, 하위타선, 변화구 공략, 배럴 히터, 하이볼 히터, 내야 수비, 배드볼히터, 타격 전략, 로우볼 히터, 클린업, 직구 공략, 그린라이트, 스피드스터, VS 우투, 변칙타순","탑클래스, 히어로즈, 장충고 출신, 이영민 타격상",
이숭용,TOP,5,hyundai,"[1996,1997,2002]",0,"[""B1""]",L,L,O,1970,398,246,201,318,305,27,82,393,지배력,"선구안, 타격 전략, 5번, 변화구 공략, 클린업, 갭 히터, 그린라이트, 대응력, 로우볼 히터, OPS형 타자, 변칙타순, VS 좌투, VS 우투, VS 언더","현대왕조 주역, FA, 중앙고 출신, 삼청태현, 통산 1500안타 클럽, 통산 2000경기 클럽, 탑클래스, 경희대 출신",
강백호,TOP,5,kt,"[2019,2020,2021]",0,"[""B1""]",L,R,O,1966,448,266,209,313,260,33,78,359,지배력,"대응력, 4번, VS 언더, 타격 전략, 선구안, 펀치력, 클린업, 적극성, OPS형 타자, 갭 히터, 번트, VS 우투, 변화구 공략, 3번, 하이볼 히터, 배럴 히터","대통령배 MVP, 거액 계약 (타자), 서울고 출신, KT 위즈, 탑클래스",
이진영,TOP,5,lg,"[2010,2012,2013]",0,"[""RF""]",L,L,O,1962,489,255,128,255,314,32,79,410,지배력,"배드볼히터, 지명타자, 타격 전략, 선구안, 클린업, 적극성, 직구 공략, 슬랩 히터, 3번, VS 우투, 컨택터, 하이볼 히터, 배럴 히터","MBC/LG, 탑클래스, 군산상고 출신, FA, 1차 지명, 동명이인20, 빅5, 쌍방울의 유산, 통산 2000경기 클럽, 통산 2000안타 클럽, 통산 3000루타 클럽",
나성범,TOP,5,nc,"[2014,2017,2020]",0,"[""RF""]",L,L,O,1961,419,285,299,281,177,37,85,378,지배력,"게스히팅, 지명타자, VS 언더, 강견, 스피드스터, 펀치력, 클린업, 적극성, 외야 수비, 파워, 직구 공략, 변화구 공략, 3번, 배럴 히터, 공갈포","나테의박, 나테이박, 거액 계약 (타자), 광주진흥고 출신, NC 다이노스, 탑클래스, 연세대 출신, 통산 200홈런 클럽, 통산 1500안타 클럽, 통산 1000타점 클럽, 통산 1000득점 클럽",
박재홍,TOP,5,sk,"[2005,2006,2008]",0,"[""CF""]",R,R,O,1961,403,236,252,321,254,36,62,397,지배력,"대응력, 4번, 타격 전략, 강견, 선구안, 펀치력, 그린라이트, 클린업, OPS형 타자, 외야 수비, 직구 공략, 파워, 3번, VS 우투, 1번, 로우볼 히터","SK/SSG, 탑클래스, 거액 계약 (타자), 1차 지명, SK왕조 주역, 광주일고 출신, 트레이드, 연세대 출신, 전설의 92학번, FA, 통산 1500안타 클럽, 통산 300홈런 클럽, 통산 1000타점 클럽, 통산 1000득점 클럽, 통산 200도루 클럽, 통산 3000루타 클럽, 통산 1500경기 클럽, 실업야구 출신",
유한준,TOP,5,kiwoom,"[2011,2014,2015]",0,"[""RF""]",R,R,O,1961,440,261,197,278,298,26,71,390,지배력,"대응력, 5번, 타격 전략, 펀치력, 클린업, 컨택터, 갭 히터, 3번, VS 우투, VS 좌투, 변화구 공략, 슬랩 히터, 배럴 히터, 직구 공략","히어로즈, 탑클래스, 현대의 유산1, 유신고 출신, 동국대 출신, 통산 1500안타 클럽, 통산 1500경기 클럽, 넥벤져스14",
박경완,TOP,5,ssg,"[2004,2007,2010]",0,"[""C""]",R,R,O,1958,351,228,274,366,208,25,64,442,지배력,"게스히팅, 대응력, 공격형 포수, 작전 수행, 선구안, 펀치력, OPS형 타자, 파워, 직구 공략, 갭 히터, VS 우투, 로우볼 히터, 배럴 히터, 도루 저지, 야전사령관, 인사이드 워크, 투수 리드, 친화력, 변칙타순","SK/SSG, 탑클래스, 배터리3, SK왕조 주역, FA, 전주고 출신, 연습생 신화, 통산 300홈런 클럽, 통산 2000경기 클럽",
전준우,TOP,5,lotte,"[2011,2018,2021]",0,"[""CF""]",R,R,O,1956,454,283,197,261,281,34,74,372,지배력,"배드볼히터, 타격 전략, 스피드스터, 강견, 클린업, 적극성, 컨택터, 갭 히터, 테이블세터, 파워, 직구 공략, 슬랩 히터, 3번, VS 좌투, 변화구 공략, 1번, 배럴 히터","롯데 자이언츠, 탑클래스, 경주고 출신, 건국대 출신, 거인군단, FA, 통산 1500안타 클럽, 통산 1500경기 클럽, 통산 1000득점 클럽, 통산 200홈런 클럽, 통산 3000루타 클럽",
이호준,TOP,5,ssg,"[2003,2004,2012]",0,"[""B1""]",R,R,O,1952,382,214,304,316,260,27,75,374,지배력,"4번, OPS형 타자, 대응력, 직구 공략, VS 언더, 선구안, 클린업, VS 우투, 파워, VS 좌투, 게스히팅, 타격 전략, 지명타자, 펀치력, 변화구 공략, 로우볼 히터, 배럴 히터","탑클래스, SK/SSG, 트레이드, 광주일고 출신, FA, 통산 2000경기 클럽, 통산 300홈런 클럽, 통산 1000타점 클럽, 통산 1500안타 클럽, 통산 3000루타 클럽",
오지환,TOP,5,lg,"[2015,2020,2022]",0,"[""SS""]",L,R,O,1951,394,287,201,281,215,39,91,443,지배력,"대응력, 5번, 타격 전략, 스피드스터, 2번, 적극성, 클린업, 갭 히터, 파워, 번트, 내야 수비, 배럴 히터, 변칙타순","1차 지명, 2008 청소년대표팀, 경기고 출신, MBC/LG, 탑클래스, FA, 통산 200도루 클럽, 통산 1500경기 클럽, 통산 1500안타 클럽, 통산 1000득점 클럽",
